,formattedAddress,location,rating,regularOpeningHours,businessStatus,userRatingCount,displayName,primaryTypeDisplayName,postalAddress,websiteUri,priceRange
20,"Plan de Ayala Sur, 97285 Mérida, Yuc., Mexico","{'latitude': 20.9070291, 'longitude': -89.6215666}",,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 14, 'minute': 0}, 'close': {'day': 1, 'hour': 0, 'minute': 0}}, {'open': {'day': 1, 'hour': 14, 'minute': 0}, 'close': {'day': 2, 'hour': 0, 'minute': 0}}, {'open': {'day': 2, 'hour': 14, 'minute': 0}, 'close': {'day': 3, 'hour': 0, 'minute': 0}}, {'open': {'day': 3, 'hour': 14, 'minute': 0}, 'close': {'day': 4, 'hour': 0, 'minute': 0}}, {'open': {'day': 4, 'hour': 14, 'minute': 0}, 'close': {'day': 5, 'hour': 0, 'minute': 0}}, {'open': {'day': 5, 'hour': 14, 'minute': 0}, 'close': {'day': 6, 'hour': 0, 'minute': 0}}, {'open': {'day': 6, 'hour': 14, 'minute': 0}, 'close': {'day': 0, 'hour': 0, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 2:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 2:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 2:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 2:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 2:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 2:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 2:00\u202fPM\u2009–\u200912:00\u202fAM'], 'nextCloseTime': '2025-10-21T06:00:00Z'}",OPERATIONAL,,"{'text': 'El rinconcito del tío chirley', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97285', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Plan de Ayala Sur'}",https://www.facebook.com/marcos.hau.150632?mibextid=ZbWKwL,
21,"C. 50ᴮ 321, Plan de Ayala Sur, 97285 Mérida, Yuc., Mexico","{'latitude': 20.9080717, 'longitude': -89.6213667}",5.0,,OPERATIONAL,1.0,"{'text': 'Lonchera Naomi', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97285', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Plan de Ayala Sur', 'addressLines': ['C. 50ᴮ 321']}",,
22,"C. 50 427-A-por 167 y 179, Plan de Ayala Sur, 97285 Mérida, Yuc., Mexico","{'latitude': 20.9061089, 'longitude': -89.6188703}",5.0,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 17, 'minute': 0}, 'close': {'day': 0, 'hour': 23, 'minute': 30}}, {'open': {'day': 2, 'hour': 18, 'minute': 0}, 'close': {'day': 2, 'hour': 23, 'minute': 0}}, {'open': {'day': 3, 'hour': 18, 'minute': 0}, 'close': {'day': 3, 'hour': 23, 'minute': 0}}, {'open': {'day': 4, 'hour': 18, 'minute': 0}, 'close': {'day': 4, 'hour': 23, 'minute': 0}}, {'open': {'day': 5, 'hour': 18, 'minute': 0}, 'close': {'day': 5, 'hour': 23, 'minute': 0}}, {'open': {'day': 6, 'hour': 17, 'minute': 0}, 'close': {'day': 6, 'hour': 23, 'minute': 30}}], 'weekdayDescriptions': ['Monday: Closed', 'Tuesday: 6:00\u2009–\u200911:00\u202fPM', 'Wednesday: 6:00\u2009–\u200911:00\u202fPM', 'Thursday: 6:00\u2009–\u200911:00\u202fPM', 'Friday: 6:00\u2009–\u200911:00\u202fPM', 'Saturday: 5:00\u2009–\u200911:30\u202fPM', 'Sunday: 5:00\u2009–\u200911:30\u202fPM'], 'nextOpenTime': '2025-10-22T00:00:00Z'}",OPERATIONAL,1.0,"{'text': 'Cafetería San Carlos', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97285', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Plan de Ayala Sur', 'addressLines': ['C. 50 427-A-por 167 y 179']}",,
23,"C. 42 370, 97370 San Antonio, Yuc., Mexico","{'latitude': 20.9117455, 'longitude': -89.6017901}",5.0,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 10, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 0}}, {'open': {'day': 1, 'hour': 10, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 10, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 10, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 10, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 10, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: Closed', 'Wednesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200910:00\u202fPM'], 'nextCloseTime': '2025-10-21T04:00:00Z'}",OPERATIONAL,2.0,"{'text': 'Malteadas y frappes la 42 x 21', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97370', 'administrativeArea': 'Yucatan', 'locality': 'San Antonio', 'addressLines': ['C. 42 370']}",,
24,"C. 161ᴮ 153, Plan de Ayala ÌII, 97285 Mérida, Yuc., Mexico","{'latitude': 20.910631, 'longitude': -89.61250629999999}",4.0,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 17, 'minute': 0}, 'close': {'day': 0, 'hour': 21, 'minute': 0}}, {'open': {'day': 6, 'hour': 17, 'minute': 0}, 'close': {'day': 6, 'hour': 21, 'minute': 0}}], 'weekdayDescriptions': ['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: Closed', 'Saturday: 5:00\u2009–\u20099:00\u202fPM', 'Sunday: 5:00\u2009–\u20099:00\u202fPM'], 'nextOpenTime': '2025-10-25T23:00:00Z'}",OPERATIONAL,2.0,"{'text': 'Frapperia Kari', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Plan de Ayala ÌII', 'addressLines': ['C. 161ᴮ 153']}",,
25,"Cielo alto, 97370 Kanasín, Yucatan, Mexico","{'latitude': 20.9111133, 'longitude': -89.59124650000001}",5.0,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 5, 'minute': 30}, 'close': {'day': 0, 'hour': 23, 'minute': 0}}, {'open': {'day': 1, 'hour': 5, 'minute': 30}, 'close': {'day': 1, 'hour': 23, 'minute': 0}}, {'open': {'day': 2, 'hour': 5, 'minute': 30}, 'close': {'day': 2, 'hour': 23, 'minute': 0}}, {'open': {'day': 4, 'hour': 5, 'minute': 30}, 'close': {'day': 4, 'hour': 23, 'minute': 0}}, {'open': {'day': 5, 'hour': 5, 'minute': 30}, 'close': {'day': 5, 'hour': 23, 'minute': 0}}, {'open': {'day': 6, 'hour': 5, 'minute': 30}, 'close': {'day': 6, 'hour': 23, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 5:30\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 5:30\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: Closed', 'Thursday: 5:30\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 5:30\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 5:30\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 5:30\u202fAM\u2009–\u200911:00\u202fPM'], 'nextCloseTime': '2025-10-21T05:00:00Z'}",OPERATIONAL,1.0,"{'text': 'La Casa del Café', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'administrativeArea': 'Yucatan', 'sublocality': 'Cielo alto'}",,
26,"C. 30E 662-d4, Cielo alto, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.9119015, 'longitude': -89.5937277}",4.3,,OPERATIONAL,7.0,"{'text': ""Frapperia y postres Yuli's"", 'languageCode': 'es'}","{'text': 'Restaurant', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97370', 'administrativeArea': 'Yucatan', 'locality': 'Kanasín', 'addressLines': ['C. 30E 662-d4']}",,
27,"30k 673 depto 11 x 181c, Cielo alto, 97375 Mérida, Yuc., Mexico","{'latitude': 20.9093288, 'longitude': -89.5963113}",5.0,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 16, 'minute': 0}, 'close': {'day': 0, 'hour': 21, 'minute': 45}}, {'open': {'day': 2, 'hour': 18, 'minute': 0}, 'close': {'day': 2, 'hour': 21, 'minute': 45}}, {'open': {'day': 3, 'hour': 18, 'minute': 0}, 'close': {'day': 3, 'hour': 21, 'minute': 45}}, {'open': {'day': 4, 'hour': 18, 'minute': 0}, 'close': {'day': 4, 'hour': 21, 'minute': 45}}, {'open': {'day': 5, 'hour': 18, 'minute': 0}, 'close': {'day': 5, 'hour': 21, 'minute': 45}}, {'open': {'day': 6, 'hour': 16, 'minute': 0}, 'close': {'day': 6, 'hour': 21, 'minute': 45}}], 'weekdayDescriptions': ['Monday: Closed', 'Tuesday: 6:00\u2009–\u20099:45\u202fPM', 'Wednesday: 6:00\u2009–\u20099:45\u202fPM', 'Thursday: 6:00\u2009–\u20099:45\u202fPM', 'Friday: 6:00\u2009–\u20099:45\u202fPM', 'Saturday: 4:00\u2009–\u20099:45\u202fPM', 'Sunday: 4:00\u2009–\u20099:45\u202fPM'], 'nextOpenTime': '2025-10-22T00:00:00Z'}",OPERATIONAL,1.0,"{'text': 'frappé TIME', 'languageCode': 'es'}","{'text': 'Cafeteria', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97375', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Cielo alto', 'addressLines': ['30k 673 depto 11 x 181c']}",,
28,"C. 30 663, Cielo alto, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.9114618, 'longitude': -89.5906818}",,,OPERATIONAL,,"{'text': ""KI'I CAKE"", 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97370', 'administrativeArea': 'Yucatan', 'locality': 'Kanasín', 'sublocality': 'Cielo alto', 'addressLines': ['C. 30 663']}",,
29,"Calle 5E #300-11 x 74 y, C. 74, Fraccionamiento Santa Ana, 97000 Mérida, Yuc., Mexico","{'latitude': 20.9093683, 'longitude': -89.570785}",5.0,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 17, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 0}}, {'open': {'day': 1, 'hour': 17, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 17, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 17, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 17, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 17, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 17, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 5:00\u2009–\u200910:00\u202fPM', 'Tuesday: 5:00\u2009–\u200910:00\u202fPM', 'Wednesday: 5:00\u2009–\u200910:00\u202fPM', 'Thursday: 5:00\u2009–\u200910:00\u202fPM', 'Friday: 5:00\u2009–\u200910:00\u202fPM', 'Saturday: 5:00\u2009–\u200910:00\u202fPM', 'Sunday: 5:00\u2009–\u200910:00\u202fPM'], 'nextCloseTime': '2025-10-21T04:00:00Z'}",OPERATIONAL,1.0,"{'text': 'Antojable MID', 'languageCode': 'es'}","{'text': 'Cafeteria', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97000', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Fraccionamiento Santa Ana', 'addressLines': ['Calle 5E #300-11 x 74 y', 'C. 74']}",https://www.facebook.com/Antojablemid/,
30,"C. 5E 294, entre 76, 97370 Kanasín, Yuc., Mexico","{'latitude': 20.9087186, 'longitude': -89.5700061}",,,OPERATIONAL,,"{'text': 'Tonic Life Santa Ana', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97370', 'administrativeArea': 'Yucatan', 'locality': 'Kanasín', 'addressLines': ['C. 5E 294, SM esquina entre 76']}",,
31,"C. 52 Manzana nuero 442 por 15 d y 17, Acim, 97390 Umán, Yuc., Mexico","{'latitude': 20.921699399999998, 'longitude': -89.7124482}",,"{'openNow': True, 'periods': [{'open': {'day': 1, 'hour': 6, 'minute': 0}, 'close': {'day': 2, 'hour': 0, 'minute': 0}}, {'open': {'day': 2, 'hour': 6, 'minute': 0}, 'close': {'day': 3, 'hour': 0, 'minute': 0}}, {'open': {'day': 3, 'hour': 6, 'minute': 0}, 'close': {'day': 4, 'hour': 0, 'minute': 0}}, {'open': {'day': 4, 'hour': 6, 'minute': 0}, 'close': {'day': 5, 'hour': 0, 'minute': 0}}, {'open': {'day': 5, 'hour': 6, 'minute': 0}, 'close': {'day': 6, 'hour': 0, 'minute': 0}}, {'open': {'day': 6, 'hour': 6, 'minute': 0}, 'close': {'day': 0, 'hour': 0, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: Closed'], 'nextCloseTime': '2025-10-21T06:00:00Z'}",OPERATIONAL,,"{'text': 'Antojitos la lupita', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'administrativeArea': 'Yucatan', 'locality': 'Uman', 'addressLines': ['C. 52 MZ nuero 442 por 15 d y 17']}",,
32,"C. 52 diag x 23 y 52a Núm 439F, Gran Calzada etapa 1, 97390 Umán, Yuc., Mexico","{'latitude': 20.917548300000004, 'longitude': -89.7138567}",,"{'openNow': True, 'periods': [{'open': {'day': 1, 'hour': 17, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 17, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 17, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 17, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 17, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 17, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 5:00\u2009–\u200910:00\u202fPM', 'Tuesday: 5:00\u2009–\u200910:00\u202fPM', 'Wednesday: 5:00\u2009–\u200910:00\u202fPM', 'Thursday: 5:00\u2009–\u200910:00\u202fPM', 'Friday: 5:00\u2009–\u200910:00\u202fPM', 'Saturday: 5:00\u2009–\u200910:00\u202fPM', 'Sunday: Closed'], 'nextCloseTime': '2025-10-21T04:00:00Z'}",OPERATIONAL,,"{'text': 'Frappé Time', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97390', 'administrativeArea': 'Yucatan', 'locality': 'Uman', 'sublocality': 'Gran Calzada etapa 1', 'addressLines': ['C. 52 diag x 23 y 52a Núm 439F']}",https://www.facebook.com/profile.php?id=100085277985557&mibextid=ZbWKwL,
33,"C. 56 entre 23 y 23a, paseos de, Itzincab, 97392 Mérida, Yuc., Mexico","{'latitude': 20.9159579, 'longitude': -89.7026016}",,,OPERATIONAL,,"{'text': 'Único cafetería', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97392', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'paseos de, Itzincab', 'addressLines': ['C. 56 entre 23 y 23a']}",,
34,"97392 Paseos de, Itzincab, 97392 Umán, Yuc., Mexico","{'latitude': 20.9171628, 'longitude': -89.6955377}",4.7,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 18, 'minute': 30}, 'close': {'day': 0, 'hour': 23, 'minute': 30}}, {'open': {'day': 5, 'hour': 18, 'minute': 30}, 'close': {'day': 5, 'hour': 23, 'minute': 30}}, {'open': {'day': 6, 'hour': 18, 'minute': 30}, 'close': {'day': 6, 'hour': 23, 'minute': 30}}], 'weekdayDescriptions': ['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: 6:30\u2009–\u200911:30\u202fPM', 'Saturday: 6:30\u2009–\u200911:30\u202fPM', 'Sunday: 6:30\u2009–\u200911:30\u202fPM'], 'nextOpenTime': '2025-10-25T00:30:00Z'}",OPERATIONAL,16.0,"{'text': 'Tulios repostería, coffee and snacks', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97392', 'administrativeArea': 'Yucatan', 'locality': 'Uman', 'sublocality': 'Itzincab', 'addressLines': ['97392 Paseos de']}",,"{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}"
35,"C. 35 422, entre 24 y 26 a, ciudad industrial, 97246 Mérida, Yuc., Mexico","{'latitude': 20.924498, 'longitude': -89.68222209999999}",5.0,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 18, 'minute': 30}, 'close': {'day': 0, 'hour': 23, 'minute': 0}}, {'open': {'day': 1, 'hour': 18, 'minute': 30}, 'close': {'day': 1, 'hour': 23, 'minute': 0}}, {'open': {'day': 2, 'hour': 18, 'minute': 30}, 'close': {'day': 2, 'hour': 23, 'minute': 0}}, {'open': {'day': 3, 'hour': 18, 'minute': 30}, 'close': {'day': 3, 'hour': 23, 'minute': 0}}, {'open': {'day': 4, 'hour': 18, 'minute': 30}, 'close': {'day': 4, 'hour': 23, 'minute': 0}}, {'open': {'day': 5, 'hour': 18, 'minute': 30}, 'close': {'day': 5, 'hour': 23, 'minute': 0}}, {'open': {'day': 6, 'hour': 18, 'minute': 30}, 'close': {'day': 6, 'hour': 23, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 6:30\u2009–\u200911:00\u202fPM', 'Tuesday: 6:30\u2009–\u200911:00\u202fPM', 'Wednesday: 6:30\u2009–\u200911:00\u202fPM', 'Thursday: 6:30\u2009–\u200911:00\u202fPM', 'Friday: 6:30\u2009–\u200911:00\u202fPM', 'Saturday: 6:30\u2009–\u200911:00\u202fPM', 'Sunday: 6:30\u2009–\u200911:00\u202fPM'], 'nextCloseTime': '2025-10-21T05:00:00Z'}",OPERATIONAL,1.0,"{'text': 'Frappería cachorros', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97246', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'ciudad industrial', 'addressLines': ['C. 35 422, entre 24 y 26 a']}",,
36,"C. 47 x 16 y 18, El Roble Agrícola, 97295 Mérida, Yuc., Mexico","{'latitude': 20.9185429, 'longitude': -89.67539359999999}",,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 14, 'minute': 0}, 'close': {'day': 1, 'hour': 0, 'minute': 0}}, {'open': {'day': 1, 'hour': 16, 'minute': 0}, 'close': {'day': 1, 'hour': 23, 'minute': 30}}, {'open': {'day': 2, 'hour': 16, 'minute': 0}, 'close': {'day': 2, 'hour': 23, 'minute': 30}}, {'open': {'day': 3, 'hour': 16, 'minute': 0}, 'close': {'day': 3, 'hour': 23, 'minute': 30}}, {'open': {'day': 4, 'hour': 4, 'minute': 0}, 'close': {'day': 4, 'hour': 23, 'minute': 30}}, {'open': {'day': 5, 'hour': 16, 'minute': 0}, 'close': {'day': 5, 'hour': 23, 'minute': 30}}, {'open': {'day': 6, 'hour': 14, 'minute': 0}, 'close': {'day': 0, 'hour': 0, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 4:00\u2009–\u200911:30\u202fPM', 'Tuesday: 4:00\u2009–\u200911:30\u202fPM', 'Wednesday: 4:00\u2009–\u200911:30\u202fPM', 'Thursday: 4:00\u202fAM\u2009–\u200911:30\u202fPM', 'Friday: 4:00\u2009–\u200911:30\u202fPM', 'Saturday: 2:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 2:00\u202fPM\u2009–\u200912:00\u202fAM'], 'nextCloseTime': '2025-10-21T05:30:00Z'}",OPERATIONAL,,"{'text': 'Capycafé Roble', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97295', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'El Roble Agrícola', 'addressLines': ['C. 47 x 16 y 18']}",,
37,"C. 20, El Roble Agrícola, 97255 Mérida, Yuc., Mexico","{'latitude': 20.9212235, 'longitude': -89.6776225}",,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 12, 'minute': 0}, 'close': {'day': 1, 'hour': 0, 'minute': 0}}, {'open': {'day': 1, 'hour': 12, 'minute': 0}, 'close': {'day': 2, 'hour': 0, 'minute': 0}}, {'open': {'day': 2, 'hour': 12, 'minute': 0}, 'close': {'day': 3, 'hour': 0, 'minute': 0}}, {'open': {'day': 3, 'hour': 12, 'minute': 0}, 'close': {'day': 4, 'hour': 0, 'minute': 0}}, {'open': {'day': 4, 'hour': 12, 'minute': 0}, 'close': {'day': 5, 'hour': 0, 'minute': 0}}, {'open': {'day': 5, 'hour': 12, 'minute': 0}, 'close': {'day': 6, 'hour': 0, 'minute': 0}}, {'open': {'day': 6, 'hour': 12, 'minute': 0}, 'close': {'day': 0, 'hour': 0, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u200912:00\u202fAM'], 'nextCloseTime': '2025-10-21T06:00:00Z'}",OPERATIONAL,,"{'text': 'Frappería y Snacks "" Los 3 ulises""', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97255', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'El Roble Agrícola', 'addressLines': ['C. 20']}",,
38,"C. 45 409, El Roble, 97255 Mérida, Yuc., Mexico","{'latitude': 20.9207498, 'longitude': -89.6805229}",5.0,,OPERATIONAL,7.0,"{'text': 'Bimbo', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97255', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'El Roble', 'addressLines': ['C. 45 409']}",,
39,"C. 35 Diagonal 448h, Graciano Ricalde, 97210 Mérida, Yuc., Mexico","{'latitude': 20.9245087, 'longitude': -89.6840776}",5.0,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 18, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 30}}, {'open': {'day': 4, 'hour': 18, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 30}}, {'open': {'day': 5, 'hour': 18, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 30}}, {'open': {'day': 6, 'hour': 18, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 30}}], 'weekdayDescriptions': ['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 6:00\u2009–\u200910:30\u202fPM', 'Friday: 6:00\u2009–\u200910:30\u202fPM', 'Saturday: 6:00\u2009–\u200910:30\u202fPM', 'Sunday: 6:00\u2009–\u200910:30\u202fPM'], 'nextOpenTime': '2025-10-24T00:00:00Z'}",OPERATIONAL,37.0,"{'text': 'Mr.Frapp', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97210', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Graciano Ricalde', 'addressLines': ['C. 35 Diagonal 448h']}",https://www.facebook.com/profile.php?id=100091638285393&mibextid=ZbWKwL,"{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}"
